date,review,reviewer,rating
17-Jan-20,"SPOILER WARNING! Pros: I like how the villain is the protagonist and instead of hating him you feel bad for him. You feel bad for Joker right away when he is just holding up a sign and gets jumped and the sign was destroyed. You feel even more bad for him when he gets fired by his boss because he gets blamed for breaking a sign. So Randal buys a gun but this gun is very important to the movie and I like it. The thing I like even more about this movie is that you see Joker as a good guy at the start of the movie but by the end of it he is a villain. So he has a dream where he is on a tv show and he is on Murray's tv show. So in a bar Arthur makes some jokes that nobody laughs at so later in the movie Murray makes fun of him. So he meets a girl but so you thought he met this girl because this girl was all in his head. So when Arthur(Joker) gets a second job as a clown for a children's hospital he brings a gun but it falls out f his coat so he gets fired and you continue to feel bad for him. So when he is on the bus he is laughing because of a condition he has that makes him laugh randomly and he does. So the three guys on the bus make fun of him and start to beat him up the same way those kids beat him at the start of the movie. So he shoots his gun and kills one of them but instead of making him unlikable you feel bad for him and root for him. So you want Arthur to kill those three guys and he does and it is used eventually to start a movement. Eventually, Thomas Wayne is crying about their deaths on tv. The movie picks up when you realize the girlfriend was all in his imagination and his dad could be Thomas Wayne. I like the scene where Arthur visits the Wayne mansion and talk to Bruce Wayne. I also really like the part where Thomas Wayne and Arthur are in the bathroom and Thomas Wayne is mad because Joker touch Bruce's cheeks so he punches Arthur and you feel bad for him. When you figure out all the lies Arthur's mom told him that's when you feel really bad for him because his mother said that the condition that makes him laugh is made up. So Arthur kills his mom but you still don't hate him. After he puts on makeup and gets a costume and becomes Joker and that is when I got really excited. When David and Randal go to Arthur's house to check on him he killed Randal. So, later on, He dances down a staircase and you like it and can get into his vibe. So he is getting chased by cops but he gets a mask. So he eventually meets Murray and he gets to be on a tv show but he wants to be introduced as Joker. When he is on tv it is incredible. I won't go into too much detail but he makes some good pointers on how he thinks society is wrong and in a way you can see where he is coming from and in a way you can see how his actions are wrong. So he kills Murray and gets arrested but his movement has start and one of the people inspired by this movement kills Thomas and Martha Wayne. So Joker gets arrested and has me thinking that there could be a sequel and I really hope they make a sequel. The great thing about this movie is that the more you think about it the better it gets and the more you like it. Cons: The movie is very similar to Taxi Driver and you could make this exact movie about a different character and it would still feel the same because this movie doesn't really feel like a Joker movie. Overall I am really happy that Joaquin Pheonix won an Oscar from this movie and I think he 100% deserves it. I'm gonna give Joker an (A)",Matt F,4.5
17-Jan-20,"Watched The Joker last night and what a crazy trippy ride it was, to be expected of course! Joaquin Phoenix is ""The Joker"" I'm convinced! He played the role so perfectly it's as if I didn't even see Joaquin Phoenix, I saw the Joker! It took me so long to fall asleep after watching, it was brutal and heart wrenching but at the same time I couldn't get over the cinematography and how this tragic film could be made so beautifully! Every scene was a piece of art, carefully framed to perfection which was contrast to Jokers erratic behavior but so well balanced, the lighting, placement, positioning, timing etc, the music fit the emotions I felt throughout. I haven't seen a film I could barely watch yet love at the same time for it's all around brilliance! I feel messed up, touched and inspired all at once!",Patricia O,4.5
17-Jan-20,Best since Heath ledger ?,seth p,5
16-Jan-20,"Phillps, Silver, and Phoenix have crafted a disturbing look at a disturbed individual. Superbly done.",Jaime R,5
16-Jan-20,Absolutely class mate. Best film i've seen in years,Luke C,5
16-Jan-20,I dont know whats the hype about but its Not my juice. Pass.,Lucu P,2
16-Jan-20,"Good movie loved it, loved the acting and direction",SrikanthKalyan G,5
16-Jan-20,"Dunno what the critics are thinking !! This movie is an absolute masterpiece, the acting and everything are just incredible. When I first saw the critics reviews, I thought the movie would be bad but it turned out to be A great movie. From now on, I'm gonna depend on user reviews only cause I don't know what critics are thinking these days.",Zezo A,5
16-Jan-20,"Absolutely amazing performance by Phoenix. If you're from great neighborhood, finished private school and never had to see the darker parts of humanity, this movie most probably will not touch you at all. Sorry.",Oktawian C,5
16-Jan-20,Great buildup and a spectacular finally. Gives a real-world scenario that would actually create a Joker character. It�s best to go in without thinking Batman exists in any way.,,4.5
16-Jan-20,"Went into this movie expecting something vastly different, and I can't say I was disappointed. The longer the movie went the more I feel in love with it. From the twists, and turns to the amazing music. Sometimes the things your expect to dislike end up changing the way you think about different takes, and other views of things That's Life.",Alan C,5
16-Jan-20,"Joker is one of those rare movies that is able to bring together both traditional movie lover and the new superhero genre that now floods the cinemas. It a film that perfectly captivated the Joker in a new, but also inspired by the comics he was based on. The movie it's self though is amazing at capturing the feeling of Gotham and gave it this disgusting and miserable place that can turn anyway crazy. Also the score is amazingly haunting and perfect at depicting the feeling Authur has towards Gotham and the people of Gotham as a whole. And of course, Joaquin Phoenix's performance as the joker was just superb and without a dought Oscar worthy. Even if you don't like superhero movie or don't like more drama driven movies, you have to experience this movie for yourself.",Caleb A,5
16-Jan-20,"A Phenomenal Performance By Joaquin Phoenix...Story, Itself, Is Pulverizing...",Jacqueline B,5
16-Jan-20,"A great character study, portraited painfully good by the lead actor and a whole new twist to the old boring comic book movie. An ode to Scorsese films with great cinematography and exceptional score.",Giannis K,5
